"date","symbol","volume"
"2024-01-02","ALDO.JK","367200"
"2024-03-19","HRUM.JK","12266400"
"2024-03-19","AMAG.JK","6800"
"2024-03-19","INAI.JK","13600"
"2024-03-19","SFAN.JK","146900"
"2024-03-19","BELL.JK","1969300"
"2024-03-19","ARTO.JK","10696000"
"2024-03-19","SGER.JK","5537600"
"2024-03-19","INCI.JK","11600"
"2024-01-02","BBKP.JK","40831200"
"2024-01-02","RMKE.JK","3639200"
"2024-01-02","SCMA.JK","174519700"
"2024-01-02","SGRO.JK","22900"
"2024-01-02","SILO.JK","2709900"
"2024-01-02","SMBR.JK","1233700"
"2024-01-02","SMDM.JK","87500"
"2024-01-02","SMDR.JK","86284800"
"2024-01-02","SMGR.JK","2082000"
"2024-01-02","KPIG.JK","6620300"
"2024-01-02","SPTO.JK","226700"
"2024-01-02","STAA.JK","7146900"
"2024-01-02","MKPI.JK","65400"
"2024-01-02","TAMU.JK","47000"
"2024-03-18","CLAY.JK","0"
"2024-03-19","INDR.JK","50200"
"2024-03-19","HDIT.JK","100"
"2024-03-19","PDES.JK","10500"
"2024-03-19","BCIC.JK","410100"
"2024-03-19","ALKA.JK","102900"
"2024-03-19","IDEA.JK","60093400"
"2024-03-18","HKMU.JK","0"
"2024-03-19","BCIP.JK","465800"
"2024-03-19","PEHA.JK","47800"
"2024-03-19","BDKR.JK","15495000"
"2024-03-19","INOV.JK","74200"
"2024-03-18","INTA.JK","0"
"2024-03-19","HELI.JK","3140200"
"2024-03-19","UNIQ.JK","30484700"
"2024-03-19","LAND.JK","390500"
"2024-03-19","NELY.JK","2526000"
"2024-03-18","OCAP.JK","0"
"2024-03-19","PGLI.JK","144700"
"2024-03-19","PNBS.JK","7110400"
"2024-03-19","PTIS.JK","78000"
"2024-03-18","RCCC.JK","47300"
"2024-03-19","RCCC.JK","89100"
"2024-03-19","PGUN.JK","5300"
"2024-03-19","CLPI.JK","26700"
"2024-03-19","PJAA.JK","170800"
"2024-03-18","KREN.JK","0"
"2024-03-19","SOTS.JK","108700"
"2024-01-02","KRAS.JK","4972800"
"2024-01-02","TARA.JK","529100"
"2024-01-02","TBIG.JK","5033400"
"2024-03-19","PKPK.JK","204800"
"2024-03-19","PLAN.JK","107600"
"2024-03-19","ARGO.JK","23200"
"2024-03-19","PTPP.JK","134233800"
"2024-03-19","ICBP.JK","12233400"
"2024-03-19","BABY.JK","617800"
"2024-03-19","BMSR.JK","121400"
"2024-03-19","DFAM.JK","294500"
"2024-03-19","VINS.JK","119400"
"2024-03-18","VIVA.JK","0"
"2024-01-02","KUAS.JK","7473300"
"2024-01-02","GOTO.JK","1033123000"
"2024-01-02","TBLA.JK","1072000"
"2024-01-02","AMIN.JK","227500"
"2024-01-02","AMMN.JK","25419400"
"2024-01-02","LPKR.JK","36378300"
"2024-01-02","LPPF.JK","2936000"
"2024-01-02","APLI.JK","28600"
"2024-01-02","MAHA.JK","20837100"
"2024-01-02","MAPB.JK","19700"
"2024-03-19","VIVA.JK","200"
"2024-03-19","KAYU.JK","8903100"
"2024-03-19","COAL.JK","101800"
"2024-03-19","COCO.JK","1175600"
"2024-03-18","WIKA.JK","0"
"2024-03-19","ARCI.JK","3804000"
"2024-03-19","WINE.JK","198800"
"2024-03-19","WOMF.JK","299300"
"2024-03-18","YULE.JK","0"
"2024-03-19","ZATA.JK","12900"
"2024-03-19","ZBRA.JK","25300"
"2024-03-19","ATIC.JK","46500"
"2024-03-19","PLIN.JK","11900"
"2024-03-19","PNGO.JK","2200"
"2024-03-19","CITA.JK","80800"
"2024-03-19","KBLV.JK","185600"
"2024-03-19","LPLI.JK","21100"
"2024-03-19","BRMS.JK","86563900"
"2024-03-19","SUNI.JK","59000"
"2024-03-19","MTLA.JK","54800"
"2024-03-19","IRSX.JK","14600"
"2024-03-18","PNSE.JK","0"
"2024-03-19","SMCB.JK","240300"
"2024-03-19","ADES.JK","29600"
"2024-03-19","MCOR.JK","3867600"
"2024-03-19","POLI.JK","7500"
"2024-03-18","POLY.JK","0"
"2024-01-02","TBMS.JK","102200"
"2024-01-02","TCPI.JK","6830000"
"2024-01-02","ARTA.JK","11000"
"2024-01-02","MASB.JK","1100"
"2024-01-02","MBTO.JK","5717200"
"2024-01-02","MCAS.JK","82100"
"2024-01-02","MCOL.JK","125800"
"2024-01-02","UFOE.JK","5861400"
"2024-01-02","ASHA.JK","39800"
"2024-01-02","MERK.JK","11800"
"2024-01-02","MGLV.JK","7000"
"2024-01-02","MFIN.JK","3181400"
"2024-01-02","ASMI.JK","138600"
"2024-01-02","MIRA.JK","51000"
"2024-01-02","MKNT.JK","18463100"
"2024-01-02","MPRO.JK","31100"
"2024-01-02","MTSM.JK","3561600"
"2024-03-19","POLY.JK","100"
"2024-03-19","FWCT.JK","234700"
"2024-03-19","PTSN.JK","1069200"
"2024-03-18","HOME.JK","0"
"2024-03-19","HOPE.JK","3160700"
"2024-01-02","AVIA.JK","84616000"
"2024-01-02","MTWI.JK","3433900"
"2024-01-02","NICK.JK","10400"
"2024-01-02","BACA.JK","12289600"
"2024-01-02","BALI.JK","38000"
"2024-01-02","NRCA.JK","544700"
"2024-01-02","TOWR.JK","17733400"
"2024-01-02","TPIA.JK","54572600"
"2024-01-02","NTBK.JK","126900"
"2024-01-02","BBRM.JK","1693600"
"2024-01-02","NZIA.JK","343500"
"2024-01-02","OASA.JK","107530500"
"2024-01-02","AGII.JK","207700"
"2024-01-02","OMED.JK","1238200"
"2024-01-02","TOTO.JK","874900"
"2024-01-02","PALM.JK","560500"
"2024-03-19","CPRO.JK","50078900"
"2024-03-19","TGUK.JK","5563000"
"2024-03-19","TFAS.JK","23400"
"2024-03-19","CHIP.JK","439300"
"2024-01-02","PAMG.JK","5190300"
"2024-01-02","BNBA.JK","85800"
"2024-01-02","PBSA.JK","2892900"
"2024-01-02","PBID.JK","83100"
"2024-01-02","PCAR.JK","127900"
"2024-01-02","PEGE.JK","471400"
"2024-01-02","PGAS.JK","40931000"
"2024-01-02","PANR.JK","12871777"
"2024-01-02","BAYU.JK","283200"
"2024-01-02","PICO.JK","18500"
"2024-01-02","PNLF.JK","21227100"
"2024-01-02","TRIM.JK","3233500"
"2024-01-02","TRST.JK","31100"
"2024-01-02","DILD.JK","7924900"
"2024-01-02","PSAB.JK","17586800"
"2024-01-02","PSSI.JK","380500"
"2024-01-02","PTDU.JK","300"
"2024-01-02","BEEF.JK","338800"
"2024-01-02","RELI.JK","9600"
"2024-01-02","SAGE.JK","60200"
"2024-01-02","BBSS.JK","2223000"
"2024-01-02","SOFA.JK","217200"
"2024-01-02","SOHO.JK","6200"
"2024-03-19","JARR.JK","88678300"
"2024-03-19","AYAM.JK","12323800"
"2024-03-19","LINK.JK","3400"
"2024-03-19","BYAN.JK","81900"
"2024-03-19","IATA.JK","23800"
"2024-03-19","WIRG.JK","10614400"
"2024-03-19","NINE.JK","3077800"
"2024-03-19","BBTN.JK","30806900"
"2024-03-19","BCAP.JK","16600"
"2024-03-18","BOGA.JK","0"
"2024-03-19","BEBS.JK","600"
"2024-03-19","BINA.JK","74000"
"2024-03-19","IBOS.JK","6664200"
"2024-03-19","BANK.JK","186500"
"2024-03-19","PPGL.JK","818000"
"2024-03-19","BATA.JK","30900"
"2024-01-02","CAKK.JK","5171500"
"2024-01-02","AKSI.JK","100900"
"2024-01-02","TGRA.JK","8300"
"2024-01-02","CMPP.JK","126800"
"2024-01-02","BUKA.JK","113485800"
"2024-01-02","DSSA.JK","2600"
"2024-01-02","DMAS.JK","33953800"
"2024-01-02","TRUK.JK","408200"
"2024-01-02","LFLO.JK","1908800"
"2024-03-19","CFIN.JK","9389900"
"2024-03-19","CRAB.JK","4471700"
"2024-03-19","DMMX.JK","3391700"
"2024-03-19","IFII.JK","1341900"
"2024-03-19","TAMA.JK","82100"
"2024-03-19","DSNG.JK","83382800"
"2024-03-19","EMTK.JK","23902900"
"2024-03-19","ENAK.JK","5800"
"2024-03-19","ESSA.JK","133154400"
"2024-03-19","PPRE.JK","11186900"
"2024-03-19","CSIS.JK","151700"
"2024-03-19","BAPA.JK","366900"
"2024-03-19","GDST.JK","731200"
"2024-03-19","DNAR.JK","120300"
"2024-03-19","PPRO.JK","42300"
"2024-03-19","HMSP.JK","34184400"
"2024-03-19","IFSH.JK","10100"
"2024-03-18","PRAS.JK","0"
"2024-03-19","PRAY.JK","4800"
"2024-03-19","RAJA.JK","9864300"
"2024-01-02","TYRE.JK","867000"
"2024-01-02","UANG.JK","121400"
"2024-01-02","TUGU.JK","3266600"
"2024-01-02","UNIC.JK","400"
"2024-01-02","SMMA.JK","1300"
"2024-01-02","UNTR.JK","4723500"
"2024-01-02","URBN.JK","4800"
"2024-01-02","UVCR.JK","1232500"
"2024-01-02","VAST.JK","2803100"
"2024-01-02","VICI.JK","133700"
"2024-01-02","VICO.JK","4800"
"2024-01-02","WEGE.JK","4765600"
"2024-01-02","WOOD.JK","1146800"
"2024-01-02","VOKS.JK","951100"
"2024-01-02","VRNA.JK","91800"
"2024-03-19","INDY.JK","5215100"
"2024-03-19","IPTV.JK","35500"
"2024-03-19","CSRA.JK","65300"
"2024-03-19","PRIM.JK","3965300"
"2024-03-19","PSDN.JK","2750300"
"2024-03-19","PSGO.JK","52800"
"2024-03-19","IGAR.JK","200"
"2024-03-19","CLEO.JK","684200"
"2024-03-19","GEMS.JK","30900"
"2024-03-19","ARNA.JK","783900"
"2024-03-19","PTPW.JK","147100"
"2024-03-19","ASGR.JK","466000"
"2024-03-19","CSAP.JK","500"
"2024-03-19","PTRO.JK","723100"
"2024-03-19","LSIP.JK","8470100"
"2024-03-19","MAPI.JK","23164300"
"2024-03-19","PTSP.JK","25500"
"2024-03-19","MASA.JK","14100"
"2024-03-19","PUDP.JK","3900"
"2024-03-19","PURA.JK","20700"
"2024-03-19","MBAP.JK","25700"
"2024-03-19","NIRO.JK","200500"
"2024-03-19","BEER.JK","10600"
"2024-03-19","GOLD.JK","9000"
"2024-03-19","BELI.JK","6988400"
"2024-03-19","BGTG.JK","6690800"
"2024-01-02","DLTA.JK","7200"
"2024-01-02","MLBI.JK","39300"
"2024-01-02","MIDI.JK","9849800"
"2024-01-02","DNET.JK","9900"
"2024-01-02","PANI.JK","6853900"
"2024-01-02","WEHA.JK","2612600"
"2024-01-02","WGSH.JK","9604900"
"2024-01-02","WIFI.JK","81226200"
"2024-01-02","WIIM.JK","10050500"
"2024-01-02","PRDA.JK","1677200"
"2024-01-02","RALS.JK","2669200"
"2024-01-02","SMRA.JK","39022000"
"2024-01-02","SMSM.JK","1971800"
"2024-01-02","SRTG.JK","14932900"
"2024-01-02","SSIA.JK","8522000"
"2024-01-02","ECII.JK","635500"
"2024-03-19","HATM.JK","71129200"
"2024-03-19","IKBI.JK","168600"
"2024-03-19","MDLN.JK","2389500"
"2024-03-19","GOOD.JK","199600"
"2024-03-19","MEDC.JK","77803400"
"2024-03-19","MGRO.JK","9826100"
"2024-03-19","DAYA.JK","35500"
"2024-03-18","DEAL.JK","0"
"2024-03-19","DEPO.JK","38400"
"2024-03-19","DEWI.JK","21076000"
"2024-03-19","DGIK.JK","8927900"
"2024-03-19","JAST.JK","2300"
"2024-03-19","PYFA.JK","1154700"
"2024-01-02","TINS.JK","5846800"
"2024-01-02","TLKM.JK","23774100"
"2024-01-02","WOWS.JK","50000"
"2024-01-02","ULTJ.JK","12599100"
"2024-01-02","YELO.JK","6100"
"2024-01-02","WSBP.JK","130300"
"2024-01-02","AMRT.JK","24629200"
"2024-01-02","ZONE.JK","107600"
"2024-01-02","BBNI.JK","20147500"
"2024-01-02","IPCC.JK","1922300"
"2024-01-02","MBSS.JK","30100"
"2024-01-02","MLPL.JK","27444600"
"2024-01-02","HDFA.JK","12500"
"2024-01-02","INPC.JK","4440200"
"2024-01-02","IPOL.JK","3000"
"2024-03-19","ASII.JK","48398600"
"2024-03-19","BBHI.JK","217500"
"2024-03-19","BSBK.JK","18213500"
"2024-03-19","CASS.JK","630100"
"2024-03-19","MSKY.JK","29422900"
"2024-03-19","RAAM.JK","3320100"
"2024-03-19","MSTI.JK","1011700"
"2024-03-19","EURO.JK","27724300"
"2024-03-19","AWAN.JK","689300"
"2024-03-19","DIGI.JK","257600"
"2024-03-19","RMKO.JK","953500"
"2024-03-19","MTEL.JK","45577800"
"2024-03-19","HRME.JK","1200"
"2024-03-19","ADRO.JK","22185600"
"2024-03-19","MYOH.JK","11100"
"2024-03-19","NATO.JK","327600"
"2024-01-02","KEEN.JK","4254600"
"2024-03-19","PACK.JK","775700"
"2024-03-19","SOUL.JK","19812600"
"2024-03-19","MAYA.JK","196995600"
"2024-01-02","IKPM.JK","5551500"
"2024-01-02","UDNG.JK","33232600"
"2024-01-02","MTPS.JK","2238300"
"2024-01-02","INCF.JK","200"
"2024-01-02","MPOW.JK","780300"
"2024-01-02","INDO.JK","390800"
"2024-01-02","JRPT.JK","854700"
"2024-01-02","MLPT.JK","4300"
"2024-01-02","MIKA.JK","13306800"
"2024-01-02","MNCN.JK","28668200"
"2024-03-19","DOID.JK","15779000"
"2024-03-19","NCKL.JK","12388500"
"2024-03-19","IMJS.JK","11350700"
"2024-03-19","INAF.JK","33100"
"2024-03-19","RANC.JK","5600"
"2024-03-19","INDS.JK","7000"
"2024-03-19","ELSA.JK","16706000"
"2024-03-19","INDX.JK","331300"
"2024-03-19","JECC.JK","3900"
"2024-03-19","RDTX.JK","60600"
"2024-03-19","BDMN.JK","1023000"
"2024-03-19","MLIA.JK","5623100"
"2024-03-19","REAL.JK","191100"
"2024-03-19","RICY.JK","11500"
"2024-03-19","ZYRX.JK","397800"
"2024-03-19","MMLP.JK","114200"
"2024-03-19","INPP.JK","1058800"
"2024-03-19","RIGS.JK","76900"
"2024-03-19","SIDO.JK","14517100"
"2024-03-19","APLN.JK","18525500"
"2024-01-02","MPPA.JK","25733100"
"2024-01-02","MTMH.JK","7801500"
"2024-01-02","PORT.JK","25800"
"2024-01-02","SRAJ.JK","12401600"
"2024-01-02","SURE.JK","76000"
"2024-01-02","TMAS.JK","65995600"
"2024-01-02","WTON.JK","3789800"
"2024-01-02","BFIN.JK","6585600"
"2024-01-02","BNII.JK","1426900"
"2024-01-02","DEWA.JK","509467700"
"2024-01-02","DKFT.JK","3538200"
"2024-01-02","DPUM.JK","27900"
"2024-01-02","DYAN.JK","13406400"
"2024-01-02","ELTY.JK","500"
"2024-03-19","BHIT.JK","208800"
"2024-03-19","INRU.JK","6800"
"2024-03-19","INTP.JK","1694300"
"2024-03-19","GTBO.JK","499500"
"2024-03-19","OLIV.JK","7466600"
"2024-03-19","ASSA.JK","7679700"
"2024-03-19","RISE.JK","59500"
"2024-03-19","MPMX.JK","11071600"
"2024-03-19","IPAC.JK","4700"
"2024-01-02","KINO.JK","27000"
"2024-01-02","INCO.JK","9046500"
"2024-01-02","GIAA.JK","93742700"
"2024-01-02","GJTL.JK","34823800"
"2024-01-02","ITMA.JK","1262800"
"2024-01-02","JPFA.JK","7949700"
"2024-01-02","KARW.JK","300"
"2024-01-02","KBLI.JK","374700"
"2024-01-02","KLBF.JK","9431600"
"2024-01-02","MAPA.JK","21040100"
"2024-01-02","MYTX.JK","72200"
"2024-01-02","MTDL.JK","965200"
"2024-01-02","PANS.JK","113000"
"2024-01-02","PBRX.JK","21200"
"2024-01-02","SAFE.JK","210500"
"2024-01-02","POLL.JK","18400"
"2024-01-02","UNSP.JK","2474800"
"2024-01-02","UCID.JK","1266000"
"2024-03-19","DIVA.JK","144100"
"2024-03-18","RODA.JK","0"
"2024-03-19","RODA.JK","980000"
"2024-03-19","ACES.JK","32422900"
"2024-03-19","MYOR.JK","19052000"
"2024-03-19","IPCM.JK","556000"
"2024-03-19","NISP.JK","7166700"
"2024-01-02","EPMT.JK","8000"
"2024-01-02","AKPI.JK","8100"
"2024-01-02","ALMI.JK","32400"
"2024-01-02","ANTM.JK","24718300"
"2024-01-02","BJBR.JK","1536300"
"2024-01-02","BRAM.JK","1900"
"2024-01-02","BTEK.JK","300"
"2024-01-02","TKIM.JK","654200"
"2024-01-02","RSCH.JK","652000"
"2024-01-02","INDF.JK","5426000"
"2024-01-02","HOMI.JK","922000"
"2024-01-02","EXCL.JK","17268500"
"2024-01-02","HAJJ.JK","633800"
"2024-03-19","NAYZ.JK","12385000"
"2024-03-19","NOBU.JK","86600"
"2024-03-19","IPPE.JK","2300"
"2024-03-19","ROTI.JK","269300"
"2024-03-19","IRRA.JK","1802000"
"2024-03-19","ISAT.JK","4269000"
"2024-03-19","BNGA.JK","8588600"
"2024-03-19","ITIC.JK","117500"
"2024-03-19","AALI.JK","555300"
"2024-03-19","BIKA.JK","1100"
"2024-03-19","ITMG.JK","800200"
"2024-01-02","KING.JK","3365400"
"2024-01-02","MUTU.JK","34030000"
"2024-01-02","ISAP.JK","3205600"
"2024-01-02","GRPM.JK","525900"
"2024-01-02","PPRI.JK","9294000"
"2024-01-02","HUMI.JK","212343700"
"2024-03-19","TSPC.JK","720100"
"2024-03-19","RSGK.JK","600"
"2024-03-19","AUTO.JK","1649700"
"2024-03-19","POWR.JK","3329900"
"2024-03-19","RUIS.JK","4267100"
"2024-01-02","RELF.JK","7255200"
"2024-01-02","MAXI.JK","23320200"
"2024-01-02","MENN.JK","4422600"
"2024-01-02","DOOH.JK","489452400"
"2024-01-02","NPGF.JK","42000"
"2024-01-02","TAYS.JK","3835000"
"2024-01-02","AMMS.JK","564600"
"2024-01-02","IOTF.JK","85036000"
"2024-01-02","PMMP.JK","5408500"
"2024-01-02","LABA.JK","1908000"
"2024-01-02","BESS.JK","5025000"
"2024-01-02","GTRA.JK","28872800"
"2024-01-02","TOYS.JK","6200"
"2024-01-02","ELIT.JK","9447300"
"2024-01-02","CRSN.JK","1967000"
"2024-01-02","AEGS.JK","3879000"
"2024-01-02","SICO.JK","329900"
"2024-03-19","WINR.JK","5000"
"2024-03-19","GRIA.JK","1051500"
"2024-01-02","FOLK.JK","623500"
"2024-01-02","WINR.JK","2200"
"2024-01-02","GRIA.JK","226600"
"2024-01-02","GULA.JK","13279700"
"2024-01-02","STRK.JK","328691100"
"2024-01-02","WIDI.JK","1025600"
"2024-01-02","MSIE.JK","1270000"
"2024-03-19","GULA.JK","4058200"
"2024-03-19","STRK.JK","22800"
"2024-03-19","WIDI.JK","5402800"
"2024-03-19","MSIE.JK","396100"
"2024-03-19","PADA.JK","2200"
"2024-03-19","CYBR.JK","4193800"
"2024-03-19","PTPS.JK","129161700"
"2024-03-19","GRPH.JK","913700"
"2024-03-19","NSSS.JK","7318400"
"2024-03-19","HEAL.JK","1721600"
"2024-03-19","IMAS.JK","1808100"
"2024-03-19","JATI.JK","218500"
"2024-03-19","PGEO.JK","7657300"
"2024-03-19","PMJS.JK","1323800"
"2024-03-19","APEX.JK","15885700"
"2024-03-19","BIRD.JK","2764800"
"2024-03-19","PNIN.JK","222700"
"2024-03-19","RUNS.JK","10400"
"2024-03-19","PNBN.JK","695200"
"2024-03-18","POOL.JK","0"
"2024-03-19","BBYB.JK","37240000"
"2024-03-19","JAYA.JK","895300"
"2024-03-19","PTBA.JK","21766300"
"2024-03-19","ADMR.JK","9544000"
"2024-03-18","JGLE.JK","0"
"2024-03-19","BABP.JK","15696600"
"2024-03-19","SAME.JK","756700"
"2024-03-19","ASRI.JK","2499000"
"2024-03-19","JKON.JK","115018300"
"2024-03-19","SAMF.JK","48300"
"2024-03-19","BBMD.JK","100"
"2024-03-19","ABBA.JK","11157500"
"2024-03-18","ABDA.JK","0"
"2024-03-19","ADMF.JK","93400"
"2024-03-19","BEST.JK","6745300"
"2024-03-19","BJTM.JK","5401800"
"2024-03-18","JSKY.JK","0"
"2024-03-19","BMTR.JK","87628700"
"2024-03-19","ADMG.JK","431200"
"2024-03-19","DWGL.JK","16100"
"2024-03-19","SAPX.JK","7000"
"2024-03-19","BSDE.JK","10991000"
"2024-03-19","BTPS.JK","18620400"
"2024-03-19","AGRS.JK","5879600"
"2024-03-19","AGRO.JK","9303200"
"2024-03-19","SATU.JK","49587400"
"2024-03-19","SBAT.JK","1470400"
"2024-03-19","SBMA.JK","131300"
"2024-03-18","JSPT.JK","0"
"2024-03-19","JTPE.JK","17120700"
"2024-03-19","SCCO.JK","104200"
"2024-03-19","EAST.JK","515000"
"2024-03-19","SCNP.JK","1100"
"2024-03-19","NFCX.JK","33000"
"2024-03-19","EMDE.JK","52900"
"2024-03-19","BINO.JK","157300"
"2024-03-18","CARE.JK","0"
"2024-03-19","KAEF.JK","1052100"
"2024-03-19","SIMP.JK","1937200"
"2024-03-19","ALDO.JK","628800"
"2024-03-19","BBKP.JK","27968800"
"2024-03-19","ASDM.JK","361100"
"2024-03-19","CASA.JK","919400"
"2024-03-19","CNMA.JK","7915000"
"2024-03-19","KBLM.JK","26800"
"2024-03-18","BIPI.JK","0"
"2024-03-19","ERAA.JK","39928500"
"2024-03-19","CTRA.JK","37224900"
"2024-03-19","SDPC.JK","288000"
"2024-03-19","SDRA.JK","141800"
"2024-03-19","DRMA.JK","4781700"
"2024-03-19","ELPI.JK","15489500"
"2024-03-19","SEMA.JK","758600"
"2024-03-19","AHAP.JK","21764300"
"2024-03-19","AISA.JK","4165100"
"2024-03-18","AKKU.JK","0"
"2024-03-19","KDSI.JK","1000"
"2024-03-19","SHID.JK","157300"
"2024-03-19","MDRN.JK","1200"
"2024-03-19","SINI.JK","300"
"2024-03-19","SIPD.JK","300"
"2024-03-19","BKDP.JK","260400"
"2024-03-19","KEJU.JK","11700"
"2024-03-19","KIAS.JK","286000"
"2024-03-19","KICI.JK","6933100"
"2024-03-19","ENRG.JK","52179300"
"2024-03-19","FILM.JK","3081400"
"2024-03-19","FREN.JK","89237900"
"2024-03-18","SKBM.JK","500"
"2024-03-19","SKBM.JK","400"
"2024-03-19","BMRI.JK","100836600"
"2024-03-19","BBRI.JK","114338600"
"2024-03-19","GHON.JK","6200"
"2024-03-19","KIOS.JK","22200"
"2024-03-19","HEXA.JK","735100"
"2024-03-19","JAWA.JK","90900"
"2024-03-18","IIKP.JK","0"
"2024-03-19","KJEN.JK","226100"
"2024-03-19","KMDS.JK","217800"
"2024-03-19","SKLT.JK","161200"
"2024-03-19","KOBX.JK","123200"
"2024-03-19","BKSL.JK","5295300"
"2024-03-19","AKRA.JK","29797900"
"2024-03-19","ISSP.JK","6063500"
"2024-03-19","BTPN.JK","102400"
"2024-03-19","SKRN.JK","4315900"
"2024-03-19","SLIS.JK","7053300"
"2024-03-19","BKSW.JK","187700"
"2024-03-19","JMAS.JK","615900"
"2024-03-19","BLTZ.JK","700"
"2024-03-19","JSMR.JK","5090700"
"2024-03-19","KOPI.JK","14800"
"2024-03-19","BLUE.JK","53600"
"2024-03-18","KPAL.JK","0"
"2024-03-19","SOFA.JK","68100"
"2024-03-19","BMBL.JK","54281900"
"2024-03-19","BMHS.JK","396700"
"2024-03-18","ENVY.JK","0"
"2024-03-19","SMIL.JK","122039400"
"2024-03-19","SMKL.JK","104600"
"2024-03-19","KIJA.JK","108399600"
"2024-03-19","ENZO.JK","26487000"
"2024-03-19","CHEM.JK","19156600"
"2024-03-19","EPAC.JK","1697500"
"2024-03-19","BBSI.JK","27000"
"2024-03-19","LPCK.JK","21800"
"2024-03-19","CUAN.JK","12570600"
"2024-03-19","PWON.JK","23280100"
"2024-03-18","KPAS.JK","0"
"2024-03-19","SMKM.JK","433300"
"2024-03-19","BNLI.JK","73500"
"2024-03-19","BOLA.JK","928800"
"2024-03-19","BISI.JK","781700"
"2024-03-19","ESTA.JK","914200"
"2024-03-19","FAST.JK","357600"
"2024-03-19","PZZA.JK","303200"
"2024-03-18","RIMO.JK","0"
"2024-03-19","RMKE.JK","1128600"
"2024-03-19","SNLK.JK","5231400"
"2024-03-19","SOCI.JK","4188400"
"2024-03-19","ACST.JK","5391200"
"2024-03-19","KKGI.JK","1278900"
"2024-03-19","SCMA.JK","37625100"
"2024-03-18","ESTI.JK","0"
"2024-03-19","ESTI.JK","21700"
"2024-03-19","SOSS.JK","5900"
"2024-03-18","FASW.JK","0"
"2024-03-19","SILO.JK","1308000"
"2024-03-19","SMBR.JK","6161600"
"2024-03-19","SMDR.JK","24885200"
"2024-03-19","HBAT.JK","1044500"
"2024-03-19","BUMI.JK","171838600"
"2024-03-19","SMGR.JK","11906500"
"2024-01-03","PTPS.JK","10757100"
"2024-01-03","PIPA.JK","11900"
"2024-01-03","BBCA.JK","34603300"
"2024-01-03","MSIN.JK","14800"
"2024-01-03","MICE.JK","2800"
"2024-01-03","EDGE.JK","408100"
"2024-01-03","PTMP.JK","63089500"
"2024-01-03","TLDN.JK","65900"
"2024-01-03","DMND.JK","85400"
"2024-01-03","AIMS.JK","4147900"
"2024-01-03","TRUS.JK","1700"
"2024-01-03","ANJT.JK","377400"
"2024-01-03","CASH.JK","477300"
"2024-01-02","CBMF.JK","0"
"2024-01-03","CBPE.JK","120800"
"2024-01-03","CBRE.JK","101900"
"2024-01-02","BAPI.JK","0"
"2024-01-03","KLAS.JK","597800"
"2024-01-03","AMAR.JK","113500"
"2024-01-03","LTLS.JK","949200"
"2024-01-03","AMOR.JK","1800"
"2024-01-03","LAJU.JK","23665700"
"2024-01-03","LAPD.JK","957800"
"2024-01-02","UNIT.JK","0"
"2024-01-02","LCKM.JK","0"
"2024-01-03","NETV.JK","3648500"
"2024-01-03","AXIO.JK","7111200"
"2024-01-03","AYLS.JK","2681100"
"2024-03-19","BOLT.JK","234700"
"2024-03-19","LPKR.JK","8029100"
"2024-01-03","LEAD.JK","7550400"
"2024-01-03","LIFE.JK","10000"
"2024-01-03","LION.JK","6300"
"2024-01-03","ALTO.JK","1600"
"2024-01-03","AMFG.JK","33100"
"2024-01-03","CBUT.JK","8500"
"2024-01-02","LMAS.JK","0"
"2024-01-03","LMPI.JK","30800"
"2024-01-03","TRUE.JK","10400"
"2024-01-03","LPGI.JK","100"
"2024-01-03","LPIN.JK","22600"
"2024-01-03","ADCP.JK","2729900"
"2024-01-03","LPPS.JK","229200"
"2024-01-03","LRNA.JK","4700"
"2024-01-03","LUCK.JK","8511000"
"2024-01-03","LUCY.JK","182600"
"2024-01-03","APII.JK","2300"
"2024-01-03","ADHI.JK","11082700"
"2024-01-02","MABA.JK","0"
"2024-01-03","ARKO.JK","2736700"
"2024-01-03","MAIN.JK","903000"
"2024-01-03","MARI.JK","6913200"
"2024-01-03","ARTI.JK","7148000"
"2024-01-03","ASBI.JK","1000"
"2024-01-03","MDIA.JK","1000"
"2024-01-03","PGUN.JK","54800"
"2024-01-03","CLPI.JK","34500"
"2024-01-03","PJAA.JK","490400"
"2024-01-03","PKPK.JK","137100"
"2024-01-03","PLAN.JK","265700"
"2024-01-03","MEGA.JK","69800"
"2024-01-03","MDKI.JK","574100"
"2024-01-03","APIC.JK","3560400"
"2024-01-03","CCSI.JK","900"
"2024-01-03","MEDS.JK","120512100"
"2024-01-02","META.JK","0"
"2024-01-03","ATAP.JK","241200"
"2024-01-03","ASJT.JK","26000"
"2024-01-03","ASPI.JK","19706000"
"2024-01-03","MGNA.JK","9300"
"2024-01-03","ARII.JK","418500"
"2024-01-03","CEKA.JK","14400"
"2024-01-03","MITI.JK","856800"
"2024-01-03","CENT.JK","1072400"
"2024-01-03","MKTR.JK","356700"
"2024-01-03","MMIX.JK","683700"
"2024-03-18","MAMI.JK","0"
"2024-01-03","MOLI.JK","4145600"
"2024-01-03","MORA.JK","43900"
"2024-01-03","MRAT.JK","5317700"
"2024-01-03","MREI.JK","12900"
"2024-01-02","MTFN.JK","0"
"2024-01-02","MTRA.JK","0"
"2024-01-03","NASA.JK","1400"
"2024-01-03","CINT.JK","1000"
"2024-01-03","NASI.JK","19394500"
"2024-01-03","PPRE.JK","3532300"
